-41.2,1.4,-48.1,1.0
22.4,1.1,-20.3,1.0
25.3,1.2,-24.2,1.0
29.2,1.7,7.9,1.0
-22.4,1.0,24.8,1.0
24.5,1.8,-3.2,1.0
-17.7,0.2,35.7,1.0
31.9,2.0,13.8,1.0
39.8,0.6,18.7,1.0
34.0,2.3,18.7,1.0
-50.3,1.6,-24.2,1.0
22.8,2.3,24.9,1.0
23.4,2.3,27.2,0.5
28.8,1.6,3.5,1.0
29.8,1.9,9.0,0.5
35.9,1.2,-5.7,1.0
-20.8,1.1,14.4,1.0
8.1,1.5,44.4,1.0
21.3,0.1,46.5,1.0
-43.2,1.4,-25.3,1.0
14.5,1.9,38.9,1.0
-28.4,3.8,-48.9,1.0
-24.1,4.3,-47.3,1.0
16.7,1.1,-20.3,1.0
24.1,1.8,7.8,1.0
-43.2,1.4,-49.4,1.0
-31.8,3.6,-48.9,1.0
22.4,2.3,36.4,1.0
19.6,1.2,-32.7,1.0
32.2,1.2,-4.4,1.0
22.4,2.3,28.9,1.0
31.1,2.7,24.9,1.0
21.3,0.8,43.2,1.0
23.9,1.2,-29.4,1.0
-22.4,1.0,31.4,1.0
28.7,2.3,18.7,1.0
16.0,0.3,46.5,1.0
-21.7,1.4,10.1,1.0
-43.2,1.4,-38.4,1.0
-24.9,0.6,20.3,1.0
32.2,1.6,2.3,1.0
31.9,2.9,20.2,1.0
35.7,1.2,-12.0,0.8
36.7,1.3,10.1,1.0
-54.0,2.0,-27.0,1.0
8.1,2.0,38.9,1.0
28.7,1.9,13.8,1.0
34.0,1.8,10.1,1.0
25.3,2.5,22.0,1.0
47.8,1.1,-21.2,1.0
39.4,1.1,-12.6,1.0
33.8,2.7,22.0,1.0
32.1,1.1,-26.3,1.0
20.0,1.1,-17.2,1.0
-2.5,5.8,17.3,2.0
19.0,3.3,23.0,2.5
18.8,2.1,-1.3,2.0
-14.6,4.6,8.0,2.0
30.2,1.1,-9.6,1.0
37.4,1.1,-22.4,1.0
-21.7,3.3,-30.8,3.0
27.2,1.1,-17.2,1.0
43.5,1.1,-14.6,1.0
-44.8,1.7,-46.2,1.0
37.6,1.1,-28.1,1.0
-27.4,0.5,25.0,1.0
41.1,1.1,-21.5,1.0
19.0,1.1,-21.0,1.0
-46.2,1.8,-26.8,1.0
41.4,1.2,-10.3,1.0
