-30.1,1.7,-78.1,1.0
-17.2,1.3,-64.2,1.0
-16.0,2.6,-79.1,1.0
-25.5,1.7,-67.5,1.0
5.7,0.7,3.8,1.0
-14.2,0.5,-0.9,1.0
-11.0,1.0,-72.2,1.0
8.8,0.7,11.6,1.0
-16.0,2.6,-82.8,1.0
10.3,0.7,8.7,1.0
-25.2,1.5,-75.5,0.8
-5.6,0.7,8.7,1.0
-6.9,0.7,12.6,1.0
-34.6,0.7,-71.5,1.0
13.2,0.7,-8.4,1.0
-19.6,2.8,-84.3,1.0
-33.2,1.4,-67.6,1.0
-9.7,2.0,-80.2,1.0
5.7,0.7,8.7,1.0
1.3,0.7,8.7,1.0
13.2,0.7,-13.4,1.0
-10.7,0.7,-88.7,1.0
17.6,1.0,-43.3,1.0
7.9,0.7,-1.1,1.0
-21.1,1.3,-68.6,1.0
11.8,0.7,14.2,1.0
-21.2,0.4,7.0,1.0
-16.8,0.7,-88.7,1.0
-28.6,1.4,-67.3,1.0
-30.8,1.2,-68.6,1.0
17.8,0.7,-8.4,1.0
4.4,0.7,11.6,1.0
-11.7,1.5,14.0,1.0
-23.3,1.6,-73.4,1.0
15.2,0.7,11.6,1.0
-2.6,0.7,2.4,1.0
-20.8,2.8,-82.2,1.0
-2.5,0.7,11.6,1.0
16.2,0.7,-5.6,1.0
-18.7,1.5,-73.0,1.0
18.0,1.5,-23.9,1.0
-13.8,1.0,-68.6,1.0
-30.1,1.7,-78.1,1.0
-17.2,1.3,-64.2,1.0
-16.0,2.6,-79.1,1.0
-25.5,1.7,-67.5,1.0
5.7,0.7,3.8,1.0
-14.2,0.5,-0.9,1.0
-11.0,1.0,-72.2,1.0
8.8,0.7,11.6,1.0
-16.0,2.6,-82.8,1.0
10.3,0.7,8.7,1.0
-25.2,1.5,-75.5,0.8
-5.6,0.7,8.7,1.0
-6.9,0.7,12.6,1.0
-34.6,0.7,-71.5,1.0
13.2,0.7,-8.4,1.0
-19.6,2.8,-84.3,1.0
-33.2,1.4,-67.6,1.0
-9.7,2.0,-80.2,1.0
5.7,0.7,8.7,1.0
1.3,0.7,8.7,1.0
13.2,0.7,-13.4,1.0
-10.7,0.7,-88.7,1.0
17.6,1.0,-43.3,1.0
7.9,0.7,-1.1,1.0
-21.1,1.3,-68.6,1.0
11.8,0.7,14.2,1.0
-21.2,0.4,7.0,1.0
-16.8,0.7,-88.7,1.0
-28.6,1.4,-67.3,1.0
-30.8,1.2,-68.6,1.0
17.8,0.7,-8.4,1.0
4.4,0.7,11.6,1.0
-11.7,1.5,14.0,1.0
-23.3,1.6,-73.4,1.0
15.2,0.7,11.6,1.0
-2.6,0.7,2.4,1.0
-20.8,2.8,-82.2,1.0
-2.5,0.7,11.6,1.0
16.2,0.7,-5.6,1.0
-18.7,1.5,-73.0,1.0
18.0,1.5,-23.9,1.0
-13.8,1.0,-68.6,1.0
-22.3,0.6,-90.1,1.0
-36.4,0.7,-69.3,1.0
12.5,0.8,-41.2,1.0
-30.0,0.7,-84.1,1.0
20.4,1.2,-4.9,1.0
6.2,1.2,-2.9,1.0
-27.1,1.4,-81.3,1.0
-2.2,1.0,-1.2,1.0
-34.0,0.7,-78.0,1.0
