46.9,1.1,-20.3,0.5
-13.8,2.9,-38.2,0.5
41.0,1.1,-19.0,0.5
-24.8,1.5,-8.0,0.5
-46.9,1.9,-26.9,0.5
-22.9,1.9,-14.8,0.5
-32.9,4.6,-35.4,0.5
-13.0,0.2,29.2,0.5
26.5,2.4,12.4,0.5
24.7,1.9,7.7,0.5
-48.1,1.6,-35.2,0.5
17.1,2.1,37.9,0.5
6.2,1.1,-20.5,0.5
-22.1,3.2,-28.2,0.5
12.6,2.7,34.3,0.5
39.0,1.1,-11.2,0.5
17.4,2.6,32.6,0.5
18.0,1.1,-32.2,0.5
25.1,1.7,35.1,0.5
-32.6,3.2,-25.4,0.5
-2.9,5.7,18.2,0.5
36.2,0.5,14.5,0.5
22.0,2.6,28.1,0.5
31.1,1.9,5.2,0.5
36.5,1.9,1.8,0.5
-16.2,4.5,10.7,0.5
32.8,1.5,-1.9,0.5
-17.6,0.7,39.4,0.5
1.9,6.5,16.7,0.5
12.9,1.1,-19.0,0.5
36.8,1.1,-26.6,0.5
-6.6,6.0,9.3,0.5
15.1,3.2,-5.7,0.5
-42.1,1.1,-52.4,0.5
-3.8,2.3,42.3,0.5
20.2,1.1,-19.6,0.5
1.1,6.0,8.2,0.5
22.1,1.9,0.1,0.5
-43.7,1.3,-38.6,0.5
31.9,1.1,-26.6,0.5
25.1,1.1,-18.5,0.5
6.3,1.6,44.6,0.5
-43.3,1.6,-30.8,0.5
36.3,1.1,-16.7,0.5
-23.5,4.5,-46.8,0.5
-21.2,0.8,12.6,0.5
23.3,2.6,24.2,0.5
-0.6,6.1,16.3,1.0
-14.2,4.5,10.5,1.0
